centered,distance,r,var_old,var_young
1.0,0.0,1.0,div_and_fold,div_and_fold
1.0,1.0,-0.20894710583539763,div_and_fold,div_and_fold
1.0,2.0,-0.09672716674958633,div_and_fold,div_and_fold
1.0,3.0,-0.04041708151635229,div_and_fold,div_and_fold
1.0,4.0,-0.035164514940287925,div_and_fold,div_and_fold
1.0,5.0,0.01943243069771359,div_and_fold,div_and_fold
1.0,6.0,-0.010354073095412954,div_and_fold,div_and_fold
1.0,7.0,0.001975504263479232,div_and_fold,div_and_fold
1.0,8.0,0.0008476433219757487,div_and_fold,div_and_fold
1.0,9.0,0.0038801324816487093,div_and_fold,div_and_fold
1.0,10.0,-0.011206668138775066,div_and_fold,div_and_fold
0.0,0.0,1.0,div_and_fold,div_and_fold
0.0,1.0,-0.22394325517996946,div_and_fold,div_and_fold
0.0,2.0,-0.10601447735900334,div_and_fold,div_and_fold
0.0,3.0,-0.050037926696392204,div_and_fold,div_and_fold
0.0,4.0,-0.04768120432563018,div_and_fold,div_and_fold
0.0,5.0,0.007951660592608293,div_and_fold,div_and_fold
0.0,6.0,-0.023560893969384468,div_and_fold,div_and_fold
0.0,7.0,-0.012776352084196547,div_and_fold,div_and_fold
0.0,8.0,-0.014609808835282307,div_and_fold,div_and_fold
0.0,9.0,-0.007592143322919046,div_and_fold,div_and_fold
0.0,10.0,-0.021423883447561153,div_and_fold,div_and_fold
1.0,0.0,0.7920530063858302,div_and_fold,fold_growth
1.0,1.0,-0.16186817588418512,div_and_fold,fold_growth
1.0,2.0,-0.07865060507322515,div_and_fold,fold_growth
1.0,3.0,-0.049016025825748835,div_and_fold,fold_growth
1.0,4.0,-0.03854220531725152,div_and_fold,fold_growth
1.0,5.0,-0.006809696488494044,div_and_fold,fold_growth
1.0,6.0,-0.021052757720216326,div_and_fold,fold_growth
1.0,7.0,-0.003528919435130652,div_and_fold,fold_growth
1.0,8.0,-0.007297267743844767,div_and_fold,fold_growth
1.0,9.0,-0.00831754114593413,div_and_fold,fold_growth
1.0,10.0,-0.0024463668458971598,div_and_fold,fold_growth
0.0,0.0,0.8098007936811303,div_and_fold,fold_growth
0.0,1.0,-0.1650946409549741,div_and_fold,fold_growth
0.0,2.0,-0.07976561530965089,div_and_fold,fold_growth
0.0,3.0,-0.04934725555874652,div_and_fold,fold_growth
0.0,4.0,-0.040172379436210846,div_and_fold,fold_growth
0.0,5.0,-0.006067395591900938,div_and_fold,fold_growth
0.0,6.0,-0.02169949419553269,div_and_fold,fold_growth
0.0,7.0,-0.004094898679170457,div_and_fold,fold_growth
0.0,8.0,-0.009231459250602845,div_and_fold,fold_growth
0.0,9.0,-0.010655929097852792,div_and_fold,fold_growth
0.0,10.0,-0.003291255769802595,div_and_fold,fold_growth
1.0,0.0,0.1750748290464987,div_and_fold,division_ratio
1.0,1.0,-0.050107831805490555,div_and_fold,division_ratio
1.0,2.0,-0.01793385115266562,div_and_fold,division_ratio
1.0,3.0,0.02649882699493906,div_and_fold,division_ratio
1.0,4.0,0.0017599917145083243,div_and_fold,division_ratio
1.0,5.0,0.02377074155570025,div_and_fold,division_ratio
1.0,6.0,0.0236681773903138,div_and_fold,division_ratio
1.0,7.0,0.016020090620772892,div_and_fold,division_ratio
1.0,8.0,0.008393768363799205,div_and_fold,division_ratio
1.0,9.0,0.018493607610001902,div_and_fold,division_ratio
1.0,10.0,-0.02213501879853394,div_and_fold,division_ratio
0.0,0.0,0.17870542274359913,div_and_fold,division_ratio
0.0,1.0,-0.06836165459487291,div_and_fold,division_ratio
0.0,2.0,-0.03037363139270051,div_and_fold,division_ratio
0.0,3.0,0.01899435450155848,div_and_fold,division_ratio
0.0,4.0,-0.009703037969687897,div_and_fold,division_ratio
0.0,5.0,0.014337342525428343,div_and_fold,division_ratio
0.0,6.0,0.014358354849189315,div_and_fold,division_ratio
0.0,7.0,0.006417857428611044,div_and_fold,division_ratio
0.0,8.0,0.0020516009901425524,div_and_fold,division_ratio
0.0,9.0,0.009883555673209135,div_and_fold,division_ratio
0.0,10.0,-0.03244897626775949,div_and_fold,division_ratio
1.0,0.0,0.695362000345925,div_and_fold,added_length
1.0,1.0,-0.009480811025473304,div_and_fold,added_length
1.0,2.0,0.00033334437300715767,div_and_fold,added_length
1.0,3.0,-0.010713180112314043,div_and_fold,added_length
1.0,4.0,-0.02006527741755576,div_and_fold,added_length
1.0,5.0,-0.007627827533281121,div_and_fold,added_length
1.0,6.0,-0.022443803706124036,div_and_fold,added_length
1.0,7.0,0.0035960702995226396,div_and_fold,added_length
1.0,8.0,-0.005776309270299714,div_and_fold,added_length
1.0,9.0,-0.009370238555907837,div_and_fold,added_length
1.0,10.0,-0.003162330136802885,div_and_fold,added_length
0.0,0.0,0.7741648462202069,div_and_fold,added_length
0.0,1.0,0.0007719963701937539,div_and_fold,added_length
0.0,2.0,0.0038905185022306667,div_and_fold,added_length
0.0,3.0,-0.007963813650559804,div_and_fold,added_length
0.0,4.0,-0.017489723449853507,div_and_fold,added_length
0.0,5.0,-0.0019599544914017477,div_and_fold,added_length
0.0,6.0,-0.01725897812877549,div_and_fold,added_length
0.0,7.0,0.00845290597799726,div_and_fold,added_length
0.0,8.0,-0.005673723606505987,div_and_fold,added_length
0.0,9.0,-0.008887581285484225,div_and_fold,added_length
0.0,10.0,-0.0030719581492021897,div_and_fold,added_length
1.0,0.0,0.550345657650835,div_and_fold,generationtime
1.0,1.0,-0.20528061958447283,div_and_fold,generationtime
1.0,2.0,-0.11217914431113607,div_and_fold,generationtime
1.0,3.0,-0.05467028798420219,div_and_fold,generationtime
1.0,4.0,-0.045456678488986345,div_and_fold,generationtime
1.0,5.0,-0.0295798484089802,div_and_fold,generationtime
1.0,6.0,-0.03316884024719392,div_and_fold,generationtime
1.0,7.0,-0.004181288670480324,div_and_fold,generationtime
1.0,8.0,-0.029111208956895968,div_and_fold,generationtime
1.0,9.0,-0.030555543962699383,div_and_fold,generationtime
1.0,10.0,-0.017324753227898882,div_and_fold,generationtime
0.0,0.0,0.6660095057824356,div_and_fold,generationtime
0.0,1.0,-0.20926349226685248,div_and_fold,generationtime
0.0,2.0,-0.09969144470356048,div_and_fold,generationtime
0.0,3.0,-0.037279054994446593,div_and_fold,generationtime
0.0,4.0,-0.025290764930493512,div_and_fold,generationtime
0.0,5.0,-0.004571464323131023,div_and_fold,generationtime
0.0,6.0,-0.00911036793102423,div_and_fold,generationtime
0.0,7.0,0.02124192722610553,div_and_fold,generationtime
0.0,8.0,-0.009641253924995239,div_and_fold,generationtime
0.0,9.0,-0.005049808486487023,div_and_fold,generationtime
0.0,10.0,0.011759309316596248,div_and_fold,generationtime
1.0,0.0,-0.26930502031634995,div_and_fold,length_birth
1.0,1.0,0.3405200567572798,div_and_fold,length_birth
1.0,2.0,0.15347810266465092,div_and_fold,length_birth
1.0,3.0,0.07863203192904288,div_and_fold,length_birth
1.0,4.0,0.03700782050704747,div_and_fold,length_birth
1.0,5.0,0.015488081206183552,div_and_fold,length_birth
1.0,6.0,0.012979560686169773,div_and_fold,length_birth
1.0,7.0,-0.0017528500357829534,div_and_fold,length_birth
1.0,8.0,0.012878122998048283,div_and_fold,length_birth
1.0,9.0,0.010056377896007085,div_and_fold,length_birth
1.0,10.0,-0.0046019556987919085,div_and_fold,length_birth
0.0,0.0,-0.3253970618717113,div_and_fold,length_birth
0.0,1.0,0.4198455643764546,div_and_fold,length_birth
0.0,2.0,0.1795337908322812,div_and_fold,length_birth
0.0,3.0,0.09016351449841517,div_and_fold,length_birth
0.0,4.0,0.040347548195234256,div_and_fold,length_birth
0.0,5.0,0.014569261906608337,div_and_fold,length_birth
0.0,6.0,0.011477207456669814,div_and_fold,length_birth
0.0,7.0,-0.011751091973577597,div_and_fold,length_birth
0.0,8.0,-0.00010908092023743635,div_and_fold,length_birth
0.0,9.0,0.013252875511539364,div_and_fold,length_birth
0.0,10.0,-0.007158304615591675,div_and_fold,length_birth
1.0,0.0,0.38651210117795276,div_and_fold,length_final
1.0,1.0,0.17287010899235938,div_and_fold,length_final
1.0,2.0,0.06953962117750538,div_and_fold,length_final
1.0,3.0,0.0364641087946211,div_and_fold,length_final
1.0,4.0,0.005455282637512791,div_and_fold,length_final
1.0,5.0,0.003317451852088509,div_and_fold,length_final
1.0,6.0,-0.01127308268902853,div_and_fold,length_final
1.0,7.0,0.005706807590117566,div_and_fold,length_final
1.0,8.0,0.002479993253116707,div_and_fold,length_final
1.0,9.0,-0.0020564090159584294,div_and_fold,length_final
1.0,10.0,-0.0030780211974404665,div_and_fold,length_final
0.0,0.0,0.4877001042731175,div_and_fold,length_final
0.0,1.0,0.22130411027857916,div_and_fold,length_final
0.0,2.0,0.084475532713565,div_and_fold,length_final
0.0,3.0,0.043790239996204426,div_and_fold,length_final
0.0,4.0,0.00522181702551696,div_and_fold,length_final
0.0,5.0,0.0019823876012116945,div_and_fold,length_final
0.0,6.0,-0.016933538656751363,div_and_fold,length_final
0.0,7.0,-0.0036097749651391895,div_and_fold,length_final
0.0,8.0,-0.015336467339729655,div_and_fold,length_final
0.0,9.0,0.0017784426725327598,div_and_fold,length_final
0.0,10.0,-0.0020521970658751105,div_and_fold,length_final
1.0,0.0,0.16348610245991943,div_and_fold,growth_rate
1.0,1.0,0.10051971108805571,div_and_fold,growth_rate
1.0,2.0,0.05103892373061397,div_and_fold,growth_rate
1.0,3.0,0.02021466865607937,div_and_fold,growth_rate
1.0,4.0,0.02204691333560781,div_and_fold,growth_rate
1.0,5.0,0.03301042287090321,div_and_fold,growth_rate
1.0,6.0,0.020661066459108573,div_and_fold,growth_rate
1.0,7.0,0.009316084294209392,div_and_fold,growth_rate
1.0,8.0,0.02418360609719168,div_and_fold,growth_rate
1.0,9.0,0.030137746397619118,div_and_fold,growth_rate
1.0,10.0,0.02646613405818168,div_and_fold,growth_rate
0.0,0.0,0.16659566231419823,div_and_fold,growth_rate
0.0,1.0,0.08179137457170226,div_and_fold,growth_rate
0.0,2.0,0.019692254139971953,div_and_fold,growth_rate
0.0,3.0,-0.01614626245890669,div_and_fold,growth_rate
0.0,4.0,-0.01560205798307139,div_and_fold,growth_rate
0.0,5.0,0.00042086605953299127,div_and_fold,growth_rate
0.0,6.0,-0.01861939011757597,div_and_fold,growth_rate
0.0,7.0,-0.027956510179875983,div_and_fold,growth_rate
0.0,8.0,-0.007675568429886089,div_and_fold,growth_rate
0.0,9.0,-0.007349162357612479,div_and_fold,growth_rate
0.0,10.0,-0.013508124019407782,div_and_fold,growth_rate
1.0,0.0,0.7920530063858302,fold_growth,div_and_fold
1.0,1.0,-0.20067584334044397,fold_growth,div_and_fold
1.0,2.0,-0.06918693490672947,fold_growth,div_and_fold
1.0,3.0,-0.049601099207625114,fold_growth,div_and_fold
1.0,4.0,-0.02749905554026246,fold_growth,div_and_fold
1.0,5.0,0.012765054185221801,fold_growth,div_and_fold
1.0,6.0,-0.011114017573523254,fold_growth,div_and_fold
1.0,7.0,-0.0003939384582190279,fold_growth,div_and_fold
1.0,8.0,-0.0007957865437057303,fold_growth,div_and_fold
1.0,9.0,0.0024138798252893493,fold_growth,div_and_fold
1.0,10.0,-0.0007569977476316631,fold_growth,div_and_fold
0.0,0.0,0.8098007936811303,fold_growth,div_and_fold
0.0,1.0,-0.20778967932678466,fold_growth,div_and_fold
0.0,2.0,-0.07269200695976404,fold_growth,div_and_fold
0.0,3.0,-0.05324152946766663,fold_growth,div_and_fold
0.0,4.0,-0.031445998693480644,fold_growth,div_and_fold
0.0,5.0,0.009361570361781065,fold_growth,div_and_fold
0.0,6.0,-0.014889689580983372,fold_growth,div_and_fold
0.0,7.0,-0.004778021888890074,fold_growth,div_and_fold
0.0,8.0,-0.005331188035395608,fold_growth,div_and_fold
0.0,9.0,-0.0010552693204095493,fold_growth,div_and_fold
0.0,10.0,-0.005450528932369668,fold_growth,div_and_fold
1.0,0.0,1.0,fold_growth,fold_growth
1.0,1.0,-0.07611151903141808,fold_growth,fold_growth
1.0,2.0,-0.02156607561595075,fold_growth,fold_growth
1.0,3.0,-0.012597546128236806,fold_growth,fold_growth
1.0,4.0,0.0004968312169498498,fold_growth,fold_growth
1.0,5.0,0.02511838294483397,fold_growth,fold_growth
1.0,6.0,0.012844361420098824,fold_growth,fold_growth
1.0,7.0,0.01621674229974628,fold_growth,fold_growth
1.0,8.0,0.018070944339141432,fold_growth,fold_growth
1.0,9.0,0.013868464989184528,fold_growth,fold_growth
1.0,10.0,0.031288740221917764,fold_growth,fold_growth
0.0,0.0,1.0,fold_growth,fold_growth
0.0,1.0,-0.11718228853861312,fold_growth,fold_growth
0.0,2.0,-0.06205145733401048,fold_growth,fold_growth
0.0,3.0,-0.05243530936980952,fold_growth,fold_growth
0.0,4.0,-0.038306782578150324,fold_growth,fold_growth
0.0,5.0,-0.012016058778260803,fold_growth,fold_growth
0.0,6.0,-0.025263089731776073,fold_growth,fold_growth
0.0,7.0,-0.022179989429043867,fold_growth,fold_growth
0.0,8.0,-0.022683962149316863,fold_growth,fold_growth
0.0,9.0,-0.02587653578844773,fold_growth,fold_growth
0.0,10.0,-0.008992153699953693,fold_growth,fold_growth
1.0,0.0,-0.33929112952917684,fold_growth,division_ratio
1.0,1.0,-0.17376862361254405,fold_growth,division_ratio
1.0,2.0,-0.08488537837517295,fold_growth,division_ratio
1.0,3.0,-0.047915208805926826,fold_growth,division_ratio
1.0,4.0,-0.04749314988086869,fold_growth,division_ratio
1.0,5.0,-0.034312954940607696,fold_growth,division_ratio
1.0,6.0,-0.03136015524683281,fold_growth,division_ratio
1.0,7.0,-0.031384053954587966,fold_growth,division_ratio
1.0,8.0,-0.036827272144764195,fold_growth,division_ratio
1.0,9.0,-0.02744262737588656,fold_growth,division_ratio
1.0,10.0,-0.06717665574323195,fold_growth,division_ratio
0.0,0.0,-0.3038977314553378,fold_growth,division_ratio
0.0,1.0,-0.12324324909985845,fold_growth,division_ratio
0.0,2.0,-0.026438403133627355,fold_growth,division_ratio
0.0,3.0,0.013845387506934525,fold_growth,division_ratio
0.0,4.0,0.012705926395480264,fold_growth,division_ratio
0.0,5.0,0.027465608889575874,fold_growth,division_ratio
0.0,6.0,0.028908028744047527,fold_growth,division_ratio
0.0,7.0,0.030644746067898986,fold_growth,division_ratio
0.0,8.0,0.027388721511240468,fold_growth,division_ratio
0.0,9.0,0.03473883423679681,fold_growth,division_ratio
0.0,10.0,-0.009108802785069554,fold_growth,division_ratio
1.0,0.0,0.7904057764732682,fold_growth,added_length
1.0,1.0,0.03720233817969324,fold_growth,added_length
1.0,2.0,0.03977229305882057,fold_growth,added_length
1.0,3.0,0.021136732103674238,fold_growth,added_length
1.0,4.0,0.01654331341408014,fold_growth,added_length
1.0,5.0,0.038327634071676005,fold_growth,added_length
1.0,6.0,0.022932014787179465,fold_growth,added_length
1.0,7.0,0.036456679473924884,fold_growth,added_length
1.0,8.0,0.03637884915359398,fold_growth,added_length
1.0,9.0,0.025091469687014867,fold_growth,added_length
1.0,10.0,0.034402104584375995,fold_growth,added_length
0.0,0.0,0.8493392816051084,fold_growth,added_length
0.0,1.0,0.000811489669803718,fold_growth,added_length
0.0,2.0,0.001411464057828829,fold_growth,added_length
0.0,3.0,-0.019633713343519068,fold_growth,added_length
0.0,4.0,-0.024304217786386237,fold_growth,added_length
0.0,5.0,0.0011909845625376215,fold_growth,added_length
0.0,6.0,-0.016091435962933984,fold_growth,added_length
0.0,7.0,-0.001929294176017864,fold_growth,added_length
0.0,8.0,-0.0064341968911630736,fold_growth,added_length
0.0,9.0,-0.01628905724379368,fold_growth,added_length
0.0,10.0,-0.008026697446408783,fold_growth,added_length
1.0,0.0,0.7023416622968439,fold_growth,generationtime
1.0,1.0,-0.13429477867119255,fold_growth,generationtime
1.0,2.0,-0.05864777111394347,fold_growth,generationtime
1.0,3.0,-0.010190424816554293,fold_growth,generationtime
1.0,4.0,0.014430419632114529,fold_growth,generationtime
1.0,5.0,0.03225152503075586,fold_growth,generationtime
1.0,6.0,0.03386583497189716,fold_growth,generationtime
1.0,7.0,0.049140857339563006,fold_growth,generationtime
1.0,8.0,0.041928760403586486,fold_growth,generationtime
1.0,9.0,0.03385990584942498,fold_growth,generationtime
1.0,10.0,0.04244472924635519,fold_growth,generationtime
0.0,0.0,0.7808910352399457,fold_growth,generationtime
0.0,1.0,-0.20306259591061104,fold_growth,generationtime
0.0,2.0,-0.11191713382868157,fold_growth,generationtime
0.0,3.0,-0.057639376339449995,fold_growth,generationtime
0.0,4.0,-0.02910337130496562,fold_growth,generationtime
0.0,5.0,-0.007091929949861239,fold_growth,generationtime
0.0,6.0,-0.005758062859443743,fold_growth,generationtime
0.0,7.0,0.010540565997294643,fold_growth,generationtime
0.0,8.0,-0.0006870022398473567,fold_growth,generationtime
0.0,9.0,-0.007647107686405086,fold_growth,generationtime
0.0,10.0,0.005426963259765226,fold_growth,generationtime
1.0,0.0,-0.45362072833247824,fold_growth,length_birth
1.0,1.0,0.23058523121633528,fold_growth,length_birth
1.0,2.0,0.11247100010804317,fold_growth,length_birth
1.0,3.0,0.05388234072349897,fold_growth,length_birth
1.0,4.0,0.01814433270800354,fold_growth,length_birth
1.0,5.0,0.007725793053400305,fold_growth,length_birth
1.0,6.0,0.010846628446004154,fold_growth,length_birth
1.0,7.0,0.004213138944305019,fold_growth,length_birth
1.0,8.0,0.01567141742364386,fold_growth,length_birth
1.0,9.0,0.016457185370476565,fold_growth,length_birth
1.0,10.0,-0.0022001833269207636,fold_growth,length_birth
0.0,0.0,-0.5395960966426046,fold_growth,length_birth
0.0,1.0,0.3017917965617092,fold_growth,length_birth
0.0,2.0,0.1503838848493767,fold_growth,length_birth
0.0,3.0,0.07726570423257649,fold_growth,length_birth
0.0,4.0,0.03269161001200223,fold_growth,length_birth
0.0,5.0,0.021117821249429472,fold_growth,length_birth
0.0,6.0,0.024859073430787325,fold_growth,length_birth
0.0,7.0,0.014004477168090723,fold_growth,length_birth
0.0,8.0,0.023035762161348713,fold_growth,length_birth
0.0,9.0,0.029867462259197446,fold_growth,length_birth
0.0,10.0,0.007807981443741302,fold_growth,length_birth
1.0,0.0,0.3148159792003805,fold_growth,length_final
1.0,1.0,0.1376143134632688,fold_growth,length_final
1.0,2.0,0.07221818101978636,fold_growth,length_final
1.0,3.0,0.03972359815626311,fold_growth,length_final
1.0,4.0,0.01827192402706295,fold_growth,length_final
1.0,5.0,0.03003768053119881,fold_growth,length_final
1.0,6.0,0.01697451898670155,fold_growth,length_final
1.0,7.0,0.03257407915916109,fold_growth,length_final
1.0,8.0,0.028637182448917848,fold_growth,length_final
1.0,9.0,0.030300374795852097,fold_growth,length_final
1.0,10.0,0.025255959561420734,fold_growth,length_final
0.0,0.0,0.3791890796664503,fold_growth,length_final
0.0,1.0,0.15331413452280207,fold_growth,length_final
0.0,2.0,0.06548494813227196,fold_growth,length_final
0.0,3.0,0.02446349375513711,fold_growth,length_final
0.0,4.0,-0.0029357881338041773,fold_growth,length_final
0.0,5.0,0.012156453913271583,fold_growth,length_final
0.0,6.0,-0.005066816302131103,fold_growth,length_final
0.0,7.0,0.01167249345755996,fold_growth,length_final
0.0,8.0,-0.0017312181914016977,fold_growth,length_final
0.0,9.0,0.011626069138747426,fold_growth,length_final
0.0,10.0,0.0035394854885466573,fold_growth,length_final
1.0,0.0,0.16294186550833512,fold_growth,growth_rate
1.0,1.0,0.10077784169277548,fold_growth,growth_rate
1.0,2.0,0.05320528312099107,fold_growth,growth_rate
1.0,3.0,0.004680657379436664,fold_growth,growth_rate
1.0,4.0,-0.016501878415895895,fold_growth,growth_rate
1.0,5.0,-0.019832491709305008,fold_growth,growth_rate
1.0,6.0,-0.033390260574736264,fold_growth,growth_rate
1.0,7.0,-0.047868072531086645,fold_growth,growth_rate
1.0,8.0,-0.03555798148898603,fold_growth,growth_rate
1.0,9.0,-0.024386601695175186,fold_growth,growth_rate
1.0,10.0,-0.012955428725183732,fold_growth,growth_rate
0.0,0.0,0.2218025428537661,fold_growth,growth_rate
0.0,1.0,0.13697972906579725,fold_growth,growth_rate
0.0,2.0,0.07378571812361859,fold_growth,growth_rate
0.0,3.0,0.01691870020097423,fold_growth,growth_rate
0.0,4.0,-0.009683128994351213,fold_growth,growth_rate
0.0,5.0,-0.013572511704550467,fold_growth,growth_rate
0.0,6.0,-0.03234816985900507,fold_growth,growth_rate
0.0,7.0,-0.04871613606681082,fold_growth,growth_rate
0.0,8.0,-0.03283915151517532,fold_growth,growth_rate
0.0,9.0,-0.020901066168518605,fold_growth,growth_rate
0.0,10.0,-0.01017035917493435,fold_growth,growth_rate
1.0,0.0,0.1750748290464987,division_ratio,div_and_fold
1.0,1.0,-0.02903033998271894,division_ratio,div_and_fold
1.0,2.0,-0.0345004622725278,division_ratio,div_and_fold
1.0,3.0,0.022925315942270676,division_ratio,div_and_fold
1.0,4.0,-0.01606072434614419,division_ratio,div_and_fold
1.0,5.0,-0.007297904930743529,division_ratio,div_and_fold
1.0,6.0,0.0016813851705381221,division_ratio,div_and_fold
1.0,7.0,0.009170439122170701,division_ratio,div_and_fold
1.0,8.0,0.02115215924105966,division_ratio,div_and_fold
1.0,9.0,0.0054394734079577485,division_ratio,div_and_fold
1.0,10.0,-0.010640285376414071,division_ratio,div_and_fold
0.0,0.0,0.17870542274359913,division_ratio,div_and_fold
0.0,1.0,-0.03929157188717289,division_ratio,div_and_fold
0.0,2.0,-0.04475237854867206,division_ratio,div_and_fold
0.0,3.0,0.016122981096872904,division_ratio,div_and_fold
0.0,4.0,-0.02661135395647646,division_ratio,div_and_fold
0.0,5.0,-0.015366608782510748,division_ratio,div_and_fold
0.0,6.0,-0.008021233697354087,division_ratio,div_and_fold
0.0,7.0,-0.0004259309446158993,division_ratio,div_and_fold
0.0,8.0,0.010839414252454728,division_ratio,div_and_fold
0.0,9.0,-0.003470574918989844,division_ratio,div_and_fold
0.0,10.0,-0.01695955174350764,division_ratio,div_and_fold
1.0,0.0,-0.33929112952917684,division_ratio,fold_growth
1.0,1.0,-0.15164258638658704,division_ratio,fold_growth
1.0,2.0,-0.11486291574654862,division_ratio,fold_growth
1.0,3.0,-0.06004633697042954,division_ratio,fold_growth
1.0,4.0,-0.055536130358576914,division_ratio,fold_growth
1.0,5.0,-0.06394820459456185,division_ratio,fold_growth
1.0,6.0,-0.05026008292601613,division_ratio,fold_growth
1.0,7.0,-0.03768736707251153,division_ratio,fold_growth
1.0,8.0,-0.03660371772747407,division_ratio,fold_growth
1.0,9.0,-0.04013862243646148,division_ratio,fold_growth
1.0,10.0,-0.054199313734770924,division_ratio,fold_growth
0.0,0.0,-0.3038977314553378,division_ratio,fold_growth
0.0,1.0,-0.09455609058389104,division_ratio,fold_growth
0.0,2.0,-0.05445868429535211,division_ratio,fold_growth
0.0,3.0,0.004857334985702581,division_ratio,fold_growth
0.0,4.0,0.00896551782787649,division_ratio,fold_growth
0.0,5.0,0.0017188191396984597,division_ratio,fold_growth
0.0,6.0,0.014831101046394759,division_ratio,fold_growth
0.0,7.0,0.028299670372995717,division_ratio,fold_growth
0.0,8.0,0.028321145496435485,division_ratio,fold_growth
0.0,9.0,0.025101226692660003,division_ratio,fold_growth
0.0,10.0,0.010920449089716674,division_ratio,fold_growth
1.0,0.0,1.0,division_ratio,division_ratio
1.0,1.0,0.22628813008356563,division_ratio,division_ratio
1.0,2.0,0.14717147349859136,division_ratio,division_ratio
1.0,3.0,0.14198883588799907,division_ratio,division_ratio
1.0,4.0,0.08633901112674122,division_ratio,division_ratio
1.0,5.0,0.10590598540337023,division_ratio,division_ratio
1.0,6.0,0.09741144254097292,division_ratio,division_ratio
1.0,7.0,0.09033836734003352,division_ratio,division_ratio
1.0,8.0,0.08990292020186627,division_ratio,division_ratio
1.0,9.0,0.08332297850201748,division_ratio,division_ratio
1.0,10.0,0.07775164649074574,division_ratio,division_ratio
0.0,0.0,1.0,division_ratio,division_ratio
0.0,1.0,0.10725806166169191,division_ratio,division_ratio
0.0,2.0,0.017816380007038897,division_ratio,division_ratio
0.0,3.0,0.012276586197581391,division_ratio,division_ratio
0.0,4.0,-0.051125316065623934,division_ratio,division_ratio
0.0,5.0,-0.028755662493201717,division_ratio,division_ratio
0.0,6.0,-0.03790710685010989,division_ratio,division_ratio
0.0,7.0,-0.04492095847643223,division_ratio,division_ratio
0.0,8.0,-0.04401350811403011,division_ratio,division_ratio
0.0,9.0,-0.04850355718137705,division_ratio,division_ratio
0.0,10.0,-0.05169114246232026,division_ratio,division_ratio
1.0,0.0,-0.1715250390695911,division_ratio,added_length
1.0,1.0,-0.07129044797515213,division_ratio,added_length
1.0,2.0,-0.07635076952036081,division_ratio,added_length
1.0,3.0,-0.047099838316149036,division_ratio,added_length
1.0,4.0,-0.04832667721018676,division_ratio,added_length
1.0,5.0,-0.06651224617449021,division_ratio,added_length
1.0,6.0,-0.053135580302677274,division_ratio,added_length
1.0,7.0,-0.04705902696043412,division_ratio,added_length
1.0,8.0,-0.05006961695731344,division_ratio,added_length
1.0,9.0,-0.04556488213167183,division_ratio,added_length
1.0,10.0,-0.05862505411776221,division_ratio,added_length
0.0,0.0,-0.12821969541277164,division_ratio,added_length
0.0,1.0,-0.008198231822678936,division_ratio,added_length
0.0,2.0,-0.014703793139774997,division_ratio,added_length
0.0,3.0,0.017717177698082023,division_ratio,added_length
0.0,4.0,0.0147698267855251,division_ratio,added_length
0.0,5.0,-0.003531555290349608,division_ratio,added_length
0.0,6.0,0.009910542843682639,division_ratio,added_length
0.0,7.0,0.015332264512547758,division_ratio,added_length
0.0,8.0,0.010658993550695089,division_ratio,added_length
0.0,9.0,0.017781765103754812,division_ratio,added_length
0.0,10.0,0.0015181715755057988,division_ratio,added_length
1.0,0.0,-0.22709818198796197,division_ratio,generationtime
1.0,1.0,-0.09313548096144306,division_ratio,generationtime
1.0,2.0,-0.0921463110509293,division_ratio,generationtime
1.0,3.0,-0.0749950662811766,division_ratio,generationtime
1.0,4.0,-0.09089634850959845,division_ratio,generationtime
1.0,5.0,-0.11078170542124226,division_ratio,generationtime
1.0,6.0,-0.10534116663832552,division_ratio,generationtime
1.0,7.0,-0.10325839653941642,division_ratio,generationtime
1.0,8.0,-0.11394402700156941,division_ratio,generationtime
1.0,9.0,-0.10062753436869293,division_ratio,generationtime
1.0,10.0,-0.09114390189006351,division_ratio,generationtime
0.0,0.0,-0.16131587961871244,division_ratio,generationtime
0.0,1.0,0.008047553055818106,division_ratio,generationtime
0.0,2.0,0.007685245167092365,division_ratio,generationtime
0.0,3.0,0.03156811649174908,division_ratio,generationtime
0.0,4.0,0.015573199884334173,division_ratio,generationtime
0.0,5.0,-0.008883621731318752,division_ratio,generationtime
0.0,6.0,-0.0033086477198426816,division_ratio,generationtime
0.0,7.0,-0.0017836785026002007,division_ratio,generationtime
0.0,8.0,-0.016713741751868197,division_ratio,generationtime
0.0,9.0,0.0019885289855947267,division_ratio,generationtime
0.0,10.0,0.009867885924137548,division_ratio,generationtime
1.0,0.0,0.32561465706788123,division_ratio,length_birth
1.0,1.0,0.13259064841375717,division_ratio,length_birth
1.0,2.0,0.08763510389131704,division_ratio,length_birth
1.0,3.0,0.057909844493474055,division_ratio,length_birth
1.0,4.0,0.04157229126413552,division_ratio,length_birth
